1;10,054;0,0537
2;10,107;0,0535
3;10,161;0,05331
4;10,214;0,05312
5;10,267;0,05294
6;10,319;0,05277
7;10,372;0,0526
8;10,424;0,05243
9;10,477;0,05227
10;10,529;0,05212
11;10,581;0,05196
12;10,633;0,05181
13;10,684;0,05167
14;10,736;0,05153
15;10,787;0,05139
16;10,838;0,05125
17;10,889;0,05111
18;10,94;0,05098
19;10,991;0,05085
20;11,042;0,05073
21;11,093;0,0506
22;11,143;0,05048
23;11,193;0,05036
24;11,244;0,05024
25;11,294;0,05012
26;11,344;0,05001
27;11,394;0,04989
28;11,444;0,04978
29;11,493;0,04967
30;11,543;0,04956
31;11,592;0,04946
32;11,642;0,04935
33;11,691;0,04924
34;11,74;0,04914
35;11,789;0,04904
36;11,838;0,04893
37;11,887;0,04883
38;11,935;0,04873
39;11,984;0,04863
40;12,033;0,04853
41;12,081;0,04843
42;12,129;0,04834
43;12,178;0,04824
44;12,226;0,04814
45;12,274;0,04805
46;12,322;0,04795
47;12,37;0,04785
48;12,417;0,04776
49;12,465;0,04766
50;12,513;0,04757
51;12,56;0,04748
52;12,607;0,04738
53;12,655;0,04729
54;12,702;0,04719
55;12,749;0,0471
56;12,796;0,04701
57;12,843;0,04691
58;12,89;0,04682
59;12,937;0,04672
60;12,983;0,04663
61;13,03;0,04654
62;13,076;0,04644
63;13,122;0,04635
64;13,169;0,04625
65;13,215;0,04616
66;13,261;0,04606
67;13,307;0,04596
68;13,353;0,04587
69;13,399;0,04577
70;13,444;0,04567
71;13,49;0,04557
72;13,535;0,04547
73;13,581;0,04537
74;13,626;0,04527
75;13,671;0,04517
76;13,716;0,04507
77;13,761;0,04497
78;13,806;0,04487
79;13,851;0,04476
80;13,895;0,04466
81;13,94;0,04455
82;13,984;0,04444
83;14,029;0,04433
84;14,073;0,04422
85;14,117;0,04411
86;14,161;0,044
87;14,205;0,04389
88;14,249;0,04377
89;14,292;0,04366
90;14,336;0,04354
91;14,379;0,04342
92;14,423;0,0433
93;14,466;0,04318
94;14,509;0,04305
95;14,552;0,04293
96;14,595;0,0428
97;14,637;0,04267
98;14,68;0,04254
99;14,722;0,0424
100;14,764;0,04227
101;14,807;0,04213
102;14,849;0,04199
103;14,89;0,04185
104;14,932;0,0417
105;14,974;0,04155
106;15,015;0,0414
107;15,056;0,0413
108;15,098;0,0413
109;15,139;0,0413
110;15,18;0,0413
111;15,222;0,0413
112;15,263;0,0413
113;15,304;0,0413
114;15,346;0,0413
115;15,387;0,0413
116;15,428;0,0413
117;15,469;0,0413
118;15,511;0,0413
119;15,552;0,0413
120;15,593;0,0413
121;15,635;0,0413
122;15,676;0,0413
123;15,717;0,0413
124;15,759;0,0413
125;15,8;0,0413
126;15,841;0,0413
127;15,883;0,0413
128;15,924;0,0413
129;15,965;0,0413
130;16,006;0,0413
131;16,048;0,0413
132;16,089;0,0413
133;16,13;0,0413
134;16,172;0,0413
135;16,213;0,0413
136;16,254;0,0413
137;16,296;0,0413
138;16,337;0,0413
139;16,378;0,0413
140;16,419;0,0413
141;16,461;0,0413
142;16,502;0,0413
143;16,543;0,0413
144;16,585;0,0413
145;16,626;0,0413
146;16,667;0,0413
147;16,709;0,0413
148;16,75;0,0413
149;16,791;0,0413
150;16,833;0,0413
151;16,874;0,0413
152;16,915;0,0413
153;16,956;0,0413
154;16,998;0,0413
155;17,039;0,0413
156;17,08;0,0413
157;17,122;0,0413
158;17,163;0,0413
159;17,204;0,0413
160;17,246;0,0413
161;17,287;0,0413
162;17,328;0,0413
163;17,369;0,0413
164;17,411;0,0413
165;17,452;0,0413
166;17,493;0,0413
167;17,535;0,0413
168;17,576;0,0413
169;17,617;0,0413
170;17,659;0,0413
171;17,7;0,0413
172;17,741;0,0413
173;17,783;0,0413
174;17,824;0,0413
175;17,865;0,0413
176;17,906;0,0413
177;17,948;0,0413
178;17,989;0,0413
179;18,03;0,0413
180;18,072;0,0413
181;18,113;0,0413
182;18,154;0,0413
183;18,196;0,0413
184;18,237;0,0413
185;18,278;0,0413
186;18,319;0,0413
187;18,361;0,0413
188;18,402;0,0413
189;18,443;0,0413
190;18,485;0,0413
191;18,526;0,0413
192;18,567;0,0413
193;18,609;0,0413
194;18,65;0,0413
195;18,691;0,0413
196;18,733;0,0413
197;18,774;0,0413
198;18,815;0,0413
199;18,856;0,0413
200;18,898;0,0413
201;18,939;0,0413
202;18,98;0,0413
203;19,022;0,0413
204;19,063;0,0413
205;19,104;0,0413
206;19,146;0,0413
207;19,187;0,0413
208;19,228;0,0413
209;19,269;0,0413
210;19,311;0,0413
211;19,352;0,0413
212;19,393;0,0413
213;19,435;0,0413
214;19,476;0,0413
215;19,517;0,0413
216;19,559;0,0413
217;19,6;0,0413
218;19,641;0,0413
219;19,683;0,0413
220;19,724;0,0413
221;19,765;0,0413
222;19,806;0,0413
223;19,848;0,0413
224;19,889;0,0413
225;19,93;0,0413
226;19,972;0,0413
227;20,013;0,0413
228;20,054;0,04114
229;20,095;0,04065
230;20,135;0,04018
231;20,175;0,03973
232;20,214;0,03931
233;20,253;0,03891
234;20,291;0,03853
235;20,33;0,03816
236;20,367;0,03781
237;20,405;0,03748
238;20,442;0,03716
239;20,479;0,03686
240;20,515;0,03656
241;20,552;0,03628
242;20,588;0,03601
243;20,623;0,03575
244;20,659;0,03549
245;20,694;0,03525
246;20,729;0,03502
247;20,764;0,03479
248;20,799;0,03457
249;20,833;0,03436
250;20,867;0,03415
251;20,901;0,03395
252;20,935;0,03376
253;20,968;0,03357
254;21,002;0,03339
255;21,035;0,03321
256;21,068;0,03304
257;21,101;0,03287
258;21,134;0,0327
259;21,166;0,03254
260;21,199;0,03239
261;21,231;0,03224
262;21,263;0,03209
263;21,295;0,03194
264;21,327;0,0318
265;21,358;0,03166
266;21,39;0,03153
267;21,421;0,0314
268;21,452;0,03127
269;21,484;0,03114
270;21,515;0,03102
271;21,546;0,0309
272;21,576;0,03078
273;21,607;0,03066
274;21,638;0,03055
275;21,668;0,03044
276;21,698;0,03033
277;21,728;0,03022
278;21,759;0,03011
279;21,789;0,03001
280;21,819;0,02991
281;21,848;0,02981
282;21,878;0,02971
283;21,908;0,02961
284;21,937;0,02952
285;21,967;0,02942
286;21,996;0,02933
287;22,025;0,02924
288;22,054;0,02914
289;22,083;0,02905
290;22,112;0,02897
291;22,141;0,02888
292;22,17;0,02879
293;22,199;0,02871
294;22,227;0,02862
295;22,256;0,02854
296;22,284;0,02845
297;22,313;0,02837
298;22,341;0,02829
299;22,369;0,02821
300;22,397;0,02813
301;22,425;0,02805
302;22,453;0,02797
303;22,481;0,02789
304;22,509;0,02781
305;22,537;0,02773
306;22,564;0,02765
307;22,592;0,02758
308;22,619;0,0275
309;22,647;0,02742
310;22,674;0,02735
311;22,701;0,02727
312;22,729;0,0272
313;22,756;0,02712
314;22,783;0,02705
315;22,81;0,02697
316;22,837;0,0269
317;22,864;0,02682
318;22,89;0,02675
319;22,917;0,02668
320;22,944;0,0266
321;22,97;0,02653
322;22,997;0,02646
323;23,023;0,02639
324;23,049;0,02631
325;23,076;0,02624
326;23,102;0,02617
327;23,128;0,02609
328;23,154;0,02602
329;23,18;0,02595
330;23,206;0,02588
331;23,231;0,02581
332;23,257;0,02573
333;23,283;0,02566
334;23,308;0,02559
335;23,334;0,02552
336;23,359;0,02545
337;23,385;0,02538
338;23,41;0,02531
339;23,435;0,02524
340;23,46;0,02517
341;23,486;0,0251
342;23,511;0,02503
343;23,536;0,02496
344;23,56;0,0249
345;23,585;0,02483
346;23,61;0,02476
347;23,635;0,02469
348;23,659;0,02462
349;23,684;0,02456
350;23,708;0,02449
351;23,733;0,02442
352;23,757;0,02435
353;23,781;0,02429
354;23,806;0,02422
355;23,83;0,02415
356;23,854;0,02408
357;23,878;0,02402
358;23,902;0,02395
359;23,926;0,02389
360;23,95;0,02382
361;23,973;0,02375
362;23,997;0,02369
363;24,021;0,02362
364;24,044;0,02355
365;24,068;0,02349
366;24,091;0,02342
367;24,115;0,02336
368;24,138;0,02329
369;24,161;0,02323
370;24,184;0,02316
371;24,207;0,02309
372;24,23;0,02303
373;24,253;0,02296
374;24,276;0,0229
375;24,299;0,02283
376;24,322;0,02277
377;24,344;0,0227
378;24,367;0,02264
379;24,39;0,02257
380;24,412;0,02251
381;24,435;0,02244
382;24,457;0,02238
383;24,479;0,02231
384;24,502;0,02225
385;24,524;0,02218
386;24,546;0,02212
387;24,568;0,02205
388;24,59;0,02198
389;24,612;0,02192
390;24,634;0,02185
391;24,655;0,02179
392;24,677;0,02172
393;24,699;0,02166
394;24,72;0,02159
395;24,742;0,02153
396;24,763;0,02146
397;24,785;0,0214
398;24,806;0,02133
399;24,827;0,02126
400;24,849;0,0212
401;24,87;0,02113
402;24,891;0,02107
403;24,912;0,021
404;24,933;0,02093
405;24,954;0,02087
406;24,974;0,0208
407;24,995;0,02073
408;25,016;0,02067
409;25,036;0,02065
410;25,057;0,02065
411;25,078;0,02065
412;25,098;0,02065
413;25,119;0,02065
414;25,14;0,02065
415;25,16;0,02065
416;25,181;0,02065
417;25,202;0,02065
418;25,222;0,02065
419;25,243;0,02065
420;25,264;0,02065
421;25,284;0,02065
422;25,305;0,02065
423;25,326;0,02065
424;25,346;0,02065
425;25,367;0,02065
426;25,388;0,02065
427;25,408;0,02065
428;25,429;0,02065
429;25,45;0,02065
430;25,47;0,02065
431;25,491;0,02065
432;25,511;0,02065
433;25,532;0,02065
434;25,553;0,02065
435;25,573;0,02065
436;25,594;0,02065
437;25,615;0,02065
438;25,635;0,02065
439;25,656;0,02065
440;25,677;0,02065
441;25,697;0,02065
442;25,718;0,02065
443;25,739;0,02065
444;25,759;0,02065
445;25,78;0,02065
446;25,801;0,02065
447;25,821;0,02065
448;